Family,Genus,Species,verbatimSpecies,WS_L_Fem,WS_U_Fem,WS_L_Mal,WS_U_Mal,WS_L,WS_U,FW_L_Fem,FW_U_Fem,FW_L_Mal,FW_U_Mal,FW_L,FW_U,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,FlightDuration,DiapauseStage,Voltinism,OvipositionStyle,CanopyAffinity,EdgeAffinity,MoistureAffinity,DisturbanceAffinity,NumberOfHostplantFamilies,SoleHostplantFamily,PrimaryHostplantFamily,SecondaryHostplantFamily,EqualHostplantFamily,NumberOfHostplantAccounts,DateCreated
Nymphalidae,Ectima,Ectima thecla,Ectima thecla,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,NA,Closed canopy,NA,NA,Disturbance-associated (strong),1,Euphorbiaceae,,,,2,3/9/2022 15:23
Nymphalidae,Elina,Elina montrolii,Elina montrolii,NA,NA,NA,NA,5.5,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Elina,Elina vanessoides,Elina vanessoides,NA,NA,NA,NA,4.65,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy (+edge),Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias agondas,Elymnias agondas,NA,6.1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,2,NA,M,S,Canopy generalist,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),2,,Arecaceae,Musaceae,,3,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias casiphone,Elymnias casiphone,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,1,Arecaceae,,,,1,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias cottonis,Elymnias cottonis,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias cybele,Elymnias cybele,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canopy generalist,NA,NA,Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias dara,Elymnias dara,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,M,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,2,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias esaca,Elymnias esaca,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,Closed canopy,NA,NA,NA,1,Musaceae,,,,2,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias harterti,Elymnias harterti,NA,3.8,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias hicetas,Elymnias hicetas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias hypermnestra,Elymnias hypermnestra,NA,NA,NA,NA,5.6,7.166666667,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,M,S,Mixed canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Arecaceae,,,,6,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias malelas,Elymnias malelas,NA,NA,NA,NA,7.5,8.75,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,11,NA,NA,NA,Canopy generalist,NA,Mesic-associated (strong),NA,2,,Arecaceae,Musaceae,,2,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias melias,Elymnias melias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,0,0,6,NA,NA,S,Mixed canopy (closed affinity),NA,NA,NA,1,Arecaceae,,,,2,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias nesaea,Elymnias nesaea,NA,NA,NA,NA,7,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,NA,Edge associated,Edge-associated (strong),No evidence for moisture association,NA,1,Arecaceae,,,,4,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias panthera,Elymnias panthera,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,M,NA,Mixed canopy (open affinity),Edge-associated (strong),No evidence for moisture association,Disturbance-associated (strong),1,Arecaceae,,,,3,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias patna,Elymnias patna,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,0,0,1,0,0,5,NA,NA,S,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias pellucida,Elymnias pellucida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,1,Arecaceae,,,,1,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias penanga,Elymnias penanga,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,Closed canopy,Edge-associated (strong),NA,NA,1,Arecaceae,,,,2,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias saola,Elymnias saola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias singhala,Elymnias singhala,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,2,NA,NA,S,Mixed canopy (closed affinity),NA,NA,NA,1,Arecaceae,,,,1,3/9/2022 15:23
Nymphalidae,Elymnias,Elymnias vasudeva,Elymnias vasudeva,NA,NA,NA,NA,6.15,6.9,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,0,9,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),NA,1,Arecaceae,,,,1,3/9/2022 15:23
Nymphalidae,Elymniopsis,Elymniopsis bammakoo,Elymniopsis bammakoo,NA,8.4,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,B,NA,Mixed canopy (closed affinity),No evidence for edge associations,Mesic-associated (strong),Disturbance-associated (strong),1,Arecaceae,,,,1,3/9/2022 15:23
Nymphalidae,Elzunia,Elzunia humboldt,Elzunia humboldt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,1,Apocynaceae,,,,1,3/9/2022 15:23
Nymphalidae,Elzunia,Elzunia pavonii,Elzunia pavonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Apocynaceae,,,,1,3/9/2022 15:23
Nymphalidae,Enispe,Enispe cycnus,Enispe cycnus,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Enispe,Enispe euthymius,Enispe euthymius,NA,NA,NA,NA,6,8.5,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,1,1,0,0,5,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile adrasta,Epiphile adrasta,NA,NA,NA,NA,5.8,6.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,M,NA,Closed canopy,NA,Mesic-associated (strong),NA,1,Sapindaceae,,,,1,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile boliviana,Epiphile boliviana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile dilecta,Epiphile dilecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile epicaste,Epiphile epicaste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile epimenes,Epiphile epimenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile hubneri,Epiphile hubneri,NA,NA,NA,NA,4,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile iblis,Epiphile iblis,NA,NA,NA,NA,4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile iblis,Epiphile orea,NA,NA,NA,NA,4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (closed affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Sapindaceae,,,,1,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile lampethusa,Epiphile lampethusa,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epiphile,Epiphile orea,Epiphile orea,NA,NA,NA,NA,4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (closed affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Sapindaceae,,,,1,3/9/2022 15:23
Nymphalidae,Episcada,Episcada clausina,Episcada clausina,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Episcada,Episcada doto,Episcada doto,NA,NA,NA,NA,NA,4.533333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,Edge-associated (strong),NA,Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Episcada,Episcada hemixanthe,Episcada hemixanthe,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Episcada,Episcada hymenaea,Episcada hymenaea,NA,NA,NA,NA,3,4.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,No evidence for edge associations,Mesic-associated (strong),Disturbance-associated (strong),1,Solanaceae,,,,1,3/9/2022 15:23
Nymphalidae,Episcada,Episcada philoclea,Episcada philoclea,NA,NA,NA,NA,5.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Episcada,Episcada polita,Episcada polita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,Closed canopy,Edge-associated (strong),No evidence for moisture association,Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Episcada,Episcada sylpha,Episcada sylpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,Both,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Episcada,Episcada sylvo,Episcada sylvo,NA,NA,NA,NA,3.85,4.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Episcada,Episcada vitrea,Episcada vitrea,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Epityches,Epityches eupompe,Epityches eupompe,NA,NA,NA,NA,4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia aethiops,Erebia aethiops,3.8,4.7,3.8,4.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,4,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),No evidence for moisture association,NA,3,,Poaceae,,,2,3/9/2022 15:23
Nymphalidae,Erebia,Erebia aethiops,Erebia epiphron,3.4,4.2,3.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia ajanensis,Erebia ajanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Edge associated,Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia alberganus,Erebia alberganus,4,4.6,4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia anyuica,Erebia anyuica,NA,NA,NA,NA,4,4.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,2,NA,B,NA,NA,NA,Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia calcarius,Erebia calcarius,3.6,4,3.6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia callias,Erebia callias,3.2,4,3.2,4,3.1,3.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,B,NA,Open canopy,Edge-avoidant (strong),NA,Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia cassioides,Erebia cassioides,3.4,4,3.4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,0,0,0,3,NA,U,NA,Open canopy,No evidence for edge associations,No evidence for moisture association,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia christi,Erebia christi,3.6,4,3.6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,B,NA,Mixed canopy (open affinity),NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia churkini,Erebia churkini,3.2,4,3.2,4,3.1,3.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,2,NA,B,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia churkini,Erebia callias,3.2,4,3.2,4,3.1,3.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,B,NA,Open canopy,Edge-avoidant (strong),NA,Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia claudina,Erebia claudina,3.4,3.6,3.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,B,NA,Open canopy,NA,NA,Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia cyclopius,Erebia cyclopius,4.8,5.2,4.8,5.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,L,U,NA,Mixed canopy (closed affinity),Edge-associated (strong),Mesic-associated (strong),NA,1,Cyperaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia dabanensis,Erebia dabanensis,3.7,4.4,3.7,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,B,NA,Canopy generalist,Edge-avoidant (strong),No evidence for moisture association,Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia disa,Erebia disa,4.2,4.9,4.1,4.7,3.98,4.52,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,L,B,NA,Canopy generalist,Edge association varies,Mesic-associated (strong),Disturbance-avoidant (strong),2,,Cyperaceae,Poaceae,,4,3/9/2022 15:23
Nymphalidae,Erebia,Erebia discoidalis,Erebia discoidalis,4.1,4.5,4.1,4.5,3.525,4.575,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,5,L,B,S,Mixed canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,,5,3/9/2022 15:23
Nymphalidae,Erebia,Erebia edda,Erebia edda,4.3,4.8,4.3,4.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,NA,U,NA,Mixed canopy,Edge-associated (strong),Both,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia embla,Erebia embla,4.4,5.1,4.2,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,NA,B,NA,Canopy generalist,Edge association varies,Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,2,3/9/2022 15:23
Nymphalidae,Erebia,Erebia epiphron,Erebia epiphron,3.4,4.2,3.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia epipsodea,Erebia epipsodea,NA,NA,NA,NA,4.68,4.74,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,1,0,0,5,L,U,NA,Open canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,,4,3/9/2022 15:23
Nymphalidae,Erebia,Erebia epistygne,Erebia epistygne,4.4,5,4.4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia erinnyn,Erebia erinnyn,NA,NA,NA,NA,4.6,5.7,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia erinnyn,Erebia magdalena,NA,NA,NA,NA,4.525,5.7,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,4,L,B,NA,Open canopy,No evidence for edge associations,No evidence for moisture association,NA,1,Poaceae,,,,3,3/9/2022 15:23
Nymphalidae,Erebia,Erebia eriphyle,Erebia eriphyle,3.2,3.6,3.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,B,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia euryale,Erebia euryale,4.2,4.6,4.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,B,NA,Mixed canopy (open affinity),Edge association varies,Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia fasciata,Erebia fasciata,4.4,4.8,4.4,4.8,4.2,4.633333333,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,5,NA,U,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Mesic-associated (strong),Disturbance-avoidant (strong),2,,Cyperaceae,Poaceae,,2,3/9/2022 15:23
Nymphalidae,Erebia,Erebia flavofasciata,Erebia flavofasciata,3.4,3.6,3.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia fletcheri,Erebia fletcheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Open canopy,Edge-avoidant (strong),NA,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia gorge,Erebia gorge,3.4,4,3.4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,0,0,0,3,NA,B,NA,Open canopy,No evidence for edge associations,No evidence for moisture association,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia gorgone,Erebia gorgone,4,4.2,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia graucasica,Erebia graucasica,3.2,4,3.2,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,3,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia hewitsonii,Erebia hewitsonii,3.4,4.4,3.3,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Mixed canopy (open affinity),Edge-associated (weak),No evidence for moisture association,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia hispania,Erebia hispania,3.4,4.2,3.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia iranica,Erebia iranica,3.2,3.8,3.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,4,NA,U,NA,Open canopy,No evidence for edge associations,No evidence for moisture association,Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia jeniseiensis,Erebia jeniseiensis,4.2,4.6,4.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,B,NA,Mixed canopy (open affinity),Edge-avoidant (strong),NA,Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia kalmuka,Erebia kalmuka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia kefersteinii,Erebia kefersteinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
